"Ob","WageNew"
1,1277.23138585135
2,6714.31485311078
3,3258.98240629733
4,13992.7875900066
5,26824.1553201035
6,11062.9036609394
7,8741.01305240522
8,2100.83612585289
9,7936.83201980736
10,5664.19566087349
11,5664.19566087349
12,3203.2089660319
13,71702.7831604714
14,18843.6612810233
15,15431.3897207574
16,697.660221919956
17,13992.7875900066
18,4599.29926840131
19,10645.096003315
20,2279.59848676181
21,3827.94804398166
22,4575.83424849127
23,5468.28382002037
24,3203.2089660319
25,8870.11491633086
26,8240.2009569937
27,1231.80793249073
28,17040.8814580855
29,3071.22206057446
30,5555.99921393973
31,26817.0799501389
32,5468.28382002037
33,15431.3897207574
34,1638.42582626144
35,8741.01305240522
36,5009.74024507597
37,5468.28382002037
38,7216.37056837436
39,3849.76653524232
40,5555.99921393973
41,8741.01305240522
42,2936.12280825055
43,933.828294533467
44,3183.44614376125
45,4599.29926840131
46,18843.6612810233
47,2279.59848676181
48,2936.12280825055
49,2694.94173371417
50,2476.91304833274
51,14847.3192014651
52,20865.3051589564
53,12705.4385944622
54,70909.5641738038
55,4599.29926840131
56,2549.25422715164
57,650.809284210942
58,25686.3441913759
59,1791.50681432229
60,101734.515512187
61,8753.73752637977
62,3538.30913851876
63,2936.12280825055
64,6570.17114231004
65,13034.13659099
66,1324.05386773549
67,18843.6612810233
68,2368.07770012474
69,63572.3401641149
70,4193.10505027524
71,28309.0299184931
72,3499.31101669372
73,5555.99921393973
74,5555.99921393973
75,3203.2089660319
76,1938.70714875362
77,18843.6612810233
78,7936.83201980736
79,4194.29748300581
80,8741.01305240522
81,28557.5143073979
82,3463.66695255146
83,18843.6612810233
84,1785.05508224216
85,7936.83201980736
86,2279.59848676181
87,5911.23759061774
88,5468.28382002037
89,28557.5143073979
90,6118.94790352122
91,1505.87237453897
92,4998.82067205429
93,1147.53662806605
94,101734.515512187
95,8240.2009569937
96,16329.6323726672
97,3001.07735620319
98,2476.91304833274
99,3499.31101669372
100,1147.53662806605
101,11250.7187083574
102,2936.12280825055
103,2796.20542803665
104,6150.64029975927
105,2936.12280825055
106,7936.83201980736
