"Ob","WageNew"
1,7.22876790478746
2,9.07696769583815
3,7.66150648838352
4,10.0726604106601
5,10.1255099064451
6,11432.6714790114
7,8.98431539713641
8,7.4856344646548
9,8.92090777782811
10,8.63439657436818
11,8.75530476130849
12,8.24337968395771
13,10.9617964830718
14,9.75292172529316
15,9.62339063061187
16,6.99709596768925
17,9.74738982436661
18,8.55997343171316
19,9.17330307203947
20,7.62802214911235
21,8.40253241644564
22,8.54580186307796
23,8.50291176146359
24,8.2415416197488
25,8.99884113454594
26,9.05653368034331
27,7.08267429059138
28,9.87893637855588
29,7.37582043410352
30,9.04949914017822
31,9.9147739391939
32,8.75530119755281
33,9.58268474023196
34,7.62954633075867
35,9.36715670624914
36,7.88517724272306
37,8.22778163501138
38,9.12979818554955
39,8.28988694418992
40,9.46598438544216
41,8.76888910905197
42,8.50948414161555
43,7.79770317443807
44,7.78987440993562
45,8.22680063888588
46,10.3461234566566
47,7.73353239941167
48,8.00409215870036
49,8.16776096532699
50,7.87953316085997
51,9.54129187706432
52,9.57444195961329
53,9.71080789795063
54,10.8138893023893
55,8.83848649204309
56,8.28027265816418
57,6.79497451984457
58,10.0179737874089
59,7.3583470256056
60,11.5553571047991
61,9.08169722621026
62,7.92662807566134
63,7.71283086136192
64,8.61290381848349
65,9.70219650193781
66,7.40209264162703
67,9.91322447123366
68,7.94182134913384
69,11.4609063809629
70,8.3161054353606
71,10.3685298636057
72,7.87206407745567
73,9.03758537692114
74,8.68419196694643
75,8.28481030825098
76,7.74735458386298
77,9.46953661942566
78,9.32445748315145
79,8.41589383284833
80,8.66816246548016
81,9.73724820796414
82,8.3020442192374
83,9.64453186807082
84,7.73938153105201
85,9.61589356693512
86,7.57823675400591
87,8.35365144073485
88,8.76477133086939
89,10.1493060860104
90,8.28065992283821
91,7.98012978585506
92,8.96326387064094
93,6.6783697896441
94,11.3892040641952
95,8.97134548849072
96,9.92403843126827
97,7.8132311175119
98,7.46090081525171
99,7.87597669392068
100,7.34052199222625
101,9.50563707406778
102,7.87313800032913
103,8.09237491969223
104,7.75585461319893
105,8.07586983791429
106,8.82049564675
107,8.70805542718553
108,9.78983440860352
109,7.05832284983603
110,7.64975297661603
111,8.29899184222512
112,9.49026155261203
113,8.52784950081101
114,8.29451753022698
115,8.7575830503462
116,10.752754850887
117,9.31105751634927
118,9.56244820780672
119,7.73126192651186
120,7.88566914006519
121,7.92271950903441
122,10.065512831035
123,9.3735897157274
124,7.27664439841336
125,8.90775514006125
126,10.7057911940988
127,8.05498667810183
128,10.0490091340785
129,8.08138676261525
130,10.5658958769795
131,7.90643504415916
132,7.92091362548972
133,8.77965630033762
134,8.22291042507443
135,7.80502484256716
136,9.77507470210553
137,8.1959531343414
138,8.1674516332131
139,7.86295332302866
140,7.20534698809993
141,9.07495455327203
142,9.50696302940983
143,8.55211252129807
144,7.50975457350276
145,7.4391154051116
146,8.60905104866758
147,9.07732614315332
148,9.61958755346011
149,11.6141072795462
150,7.52195859940427
151,11.3798621688742
152,7.63396936844247
153,9.19810819588305
154,9.29838534708014
155,10.0453667847303
156,8.05131568746667
157,7.42609393526799
158,9.19025342623673
159,7.91854862144692
160,7.59914788814652
161,10.7837687608329
162,8.64347627749494
163,8.29598696271756
164,8.42926284539328
165,8.74485566143369
166,11432.6714790114
167,6.45316170663366
168,7.05966526624317
169,8.91137950587275
170,8.77273683872648
171,8.87439777742479
172,9.71921602974347
173,8.60450384530561
174,8.81456653552837
175,7.98298188402067
176,9.29370887897212
177,6.91157266546928
178,7.59574916870979
179,9.75237039974779
180,8.6754986503432
181,9.9325777674304
182,8.68671018512767
183,8.51518268380432
184,8.79445719581026
185,8.15422447282617
186,8.72865451271666
187,9.22531293873491
188,9.12324068026464
189,7.66790789902991
190,8.4640655646149
191,7.35340969164334
192,9.74859681105895
193,8.62234226235309
194,11432.6714790114
195,6.99783274590864
196,7.92659606628925
197,7.38470001526443
198,9.19862311811951
199,8.70810882866897
200,9.0742624389684
201,8.4585232254545
202,9.67856158207047
203,9.10679464099841
204,9.15677541255965
205,8.4210222953761
206,9.93036741695805
207,10.4502553469303
208,8.26736492286223
209,8.41799846992315
210,8.74496711641539
211,9.13006954029716
212,9.11610306383047
213,8.90130836274588
214,7.43975760110072
215,6.27597134831159
216,8.33726912130152
217,8.91555275730394
218,7.40695354151605
219,7.72328599628023
220,7.60834624332061
221,7.24024817946172
222,9.60151687482557
223,9.68613171369838
224,8.67368558417169
225,9.92757961783293
226,7.87529463748372
227,7.77021666555167
228,7.24278831048553
229,8.62582084695418
230,8.77011756385237
231,12.13174055797
232,9.4426030252018
233,7.38708398474316
234,8.56595683130167
235,7.8631784759341
236,8.17495657003116
237,12.0716153639465
238,8.4624611716033
239,7.56645264502446
240,7.91554670656217
241,7.72112370141026
242,9.54557113546787
243,7.54751963905659
244,9.57404712832873
245,10.2674692101944
246,8.19158922259655
247,9.3324046947239
248,7.41118854882407
249,8.19860971354952
250,9.92005803087184
251,9.97775638466343
252,10.1277537638701
253,8.49964679675521
254,11432.6714790114
255,11432.6714790114
256,8.21930741693719
257,8.83905880912987
258,10.8937859775831
259,9.04634442326277
260,9.09716485278783
261,7.68430819247626
262,7.64385430115956
263,11432.6714790114
264,10.3129968318605
265,8.84134957221158
266,7.85672556687923
267,7.78050018480337
268,8.15222967815804
269,7.46054005371167
270,7.65093253883816
271,8.80243299208085
272,8.95395258231706
273,7.46305841762962
274,8.81876422784378
275,8.94704001853839
276,9.32254466005078
277,6.26770915152573
278,9.18692066930083
279,8.40787750518964
280,7.76641800894967
281,9.19817956028972
282,8.91290541065537
283,7.88337904390878
284,8.56007969206433
285,11432.6714790114
286,9.20659912700288
287,8.53461130163065
288,9.49242182387188
289,9.12884356730609
290,8.79421620631789
291,8.20820241983365
292,9.28925448094695
293,9.43381577812813
294,8.43604101601264
295,9.6910745974543
296,9.74883918081219
297,8.6484253556311
298,8.35741696611961
299,8.66352150211626
300,8.75700352539492
301,8.43956766894987
302,10.6316314724811
303,9.20683208982862
304,6.48204143029816
305,11432.6714790114
306,8.28509818643792
307,9.29334767140592
308,7.38270993074034
309,8.71608708208915
310,8.11900130823272
311,7.10286579442853
312,7.69687450871724
313,9.33111756906607
314,9.29053840814864
315,7.89463102595165
316,8.35870614110155
317,8.45438258078819
318,9.24009904190353
319,7.68194039152224
320,9.7402001689327
321,6.46499610379193
322,8.723042892281
323,7.61613961862559
324,9.75086175509789
325,8.01976945117308
326,8.25615814227213
327,7.98778269996679
328,8.36330374320309
329,8.61990216511125
330,8.54966585365497
331,8.22356342679383
332,8.02535736000753
333,8.2839605156114
334,7.83345960881566
335,7.19690859704118
336,10.3192372470422
337,7.80457528484083
338,9.20522293054928
339,8.26922382738908
340,7.42380736653734
341,8.41085348855365
342,7.03264425111962
343,8.44104176421257
344,7.93699774472487
345,9.15748727645251
346,9.19677426241918
347,7.6912154357371
348,7.52906636022564
349,7.45198196126953
350,7.88907873924235
351,8.63529355247811
352,7.60324997775908
353,8.87716731768827
354,9.97074747636344
355,8.63742550658689
356,10.0553821377538
357,7.29284197194107
358,7.85557345241019
359,8.32425101960079
360,10.7347589095327
361,7.30918020388623
362,8.64724085870742
363,10.703636198532
364,7.64969760345068
365,7.33024370252738
366,7.95365452843208
367,7.69505224236623
368,8.60904264657069
369,9.07693347282743
370,10.4153174699114
371,6.73394863315974
372,7.88233257002112
373,7.71398881703778
374,8.10806855913287
375,10.1027799452761
376,10.0766454794093
377,9.30128399206242
378,8.56913431983491
379,7.6885092865232
380,8.9681899461499
381,7.71111104581802
382,8.380141910471
383,9.62031085591229
384,9.64152329722868
385,9.67081328133519
386,9.27496164861098
387,10.6584955715315
388,8.12532393906342
389,8.206867565946
390,7.7214130505139
391,9.25001652987798
392,9.55136065027455
393,9.14935975893591
394,7.27269715750037
395,9.40940927052453
396,7.98780164512909
397,7.6756614049225
398,7.82473102367281
399,7.52049969281211
400,7.30811679233976
401,7.58247652547443
402,8.10054514742433
403,6.88094455219031
404,6.94367977573554
405,8.42140481910732
406,9.2031769080858
407,8.08099144495737
408,6.99373881186147
409,8.44260706525923
410,7.35083571555136
411,8.78091077293185
412,9.12563184887915
413,7.59467574296223
414,8.32798706336868
415,9.04463898229529
416,11432.6714790114
417,10.1187681547686
418,7.889365552251
419,7.92365422091819
420,8.36847208926593
421,8.2824258115874
422,7.91546583274189
423,10.1914329504053
424,12.1925808956103
425,9.58436543495309
426,7.61622034628942
427,10.2949807203484
428,10.5757608817436
429,8.43555651222477
430,6.55349435114401
431,9.30797135326629
432,9.00196476014288
433,10.1387112542039
434,8.29590429148862
435,8.84622413851181
436,11432.6714790114
437,6.68287425361283
438,8.17629607396805
439,7.64843871024588
440,6.9861757516881
441,8.98713018580582
442,8.6028546986131
443,7.4853499475783
444,7.18485387581289
445,9.38618318865791
446,8.73008873169924
447,8.17039370871969
448,7.34661912432422
449,9.12765898467391
450,9.14245133319441
451,7.51224583938176
452,8.28971148789269
453,10.3738329857445
454,8.92620000018007
455,8.60053251438835
456,8.47471846665653
457,8.79974686715681
458,10.4244289383455
459,8.21282406794953
460,10.6790773339023
461,8.10921074204241
462,11.6477661732716
463,9.77004715108088
464,8.67442984117353
465,9.15570007268185
466,7.30559845721054
467,9.54524645778351
468,8.98030822233269
469,7.07763165267839
470,8.33390312970532
471,8.44101572479028
472,9.9881370523031
473,8.90960064311191
474,10.2738337308345
475,9.32552418883085
476,7.42539809328958
477,7.08755851881725
478,10.9998443021991
479,7.50628862596447
480,9.22009412653069
481,7.47180219567437
482,8.95922825010973
483,7.76034394519364
484,7.24623821608188
485,9.58695129899684
486,7.98257318599916
487,7.67399784132551
488,9.75172274656721
489,10.0666239135945
490,6.4823203454125
491,8.21379261844456
492,8.11231246061724
493,7.4170038023496
494,9.26554270580473
495,8.13380159956042
496,6.34296338544856
497,10.0253742780858
498,8.53679524213029
499,8.35329276923258
500,9.02822113729841
501,8.77593774134345
502,9.41637020042004
503,7.84547121997583
504,8.31433051231317
505,10.4287612429856
506,9.28164843257629
507,8.88320916318041
508,8.4287883763491
509,9.90511969849008
510,11432.6714790114
511,7.92581722173997
512,10.1580889893201
513,8.12757909648521
514,11432.6714790114
515,8.26570413943016
516,7.80636065536219
517,10.7529593479534
518,9.27744036813202
519,8.03301047131513
520,8.61709864464848
521,7.77126508290574
522,7.90230435613333
523,8.65092199817098
524,8.00340613179976
525,8.69694043125704
526,7.97412652305956
527,9.9673670804356
528,9.39447019404496
529,7.73983896101605
530,8.5172620202405
531,7.25318702025138
532,7.88883764419205
533,7.94108873609137
534,9.65870796541536
535,9.66152456889682
536,8.40785917363446
537,8.81987132879195
538,9.52544972376817
539,8.55063318972674
540,9.85909805908745
541,7.96939675944214
542,9.46960121356798
543,8.25553756514002
544,9.14749862128184
545,10.3799974482511
546,8.69613804914189
547,8.42580851476566
548,8.08386380043902
549,8.27202714227877
550,9.23627903198567
551,7.48299483307733
552,8.56694356153432
553,8.87976985284382
554,8.62276658932654
555,9.49661377048955
556,9.78356253459498
557,8.19576394538969
558,8.1482864371968
559,7.92758292714387
560,8.29335490611482
561,8.35997758718854
562,10.3906408079208
563,9.32523666961001
564,8.12520769465208
565,8.29214100204
566,7.64903255618186
567,8.78013762661009
568,7.81316811325045
569,8.1327585396354
570,8.63438014884161
571,10.1128668471982
572,8.63788135658641
573,7.55048490532286
574,8.9368528878485
575,8.08561227639991
576,11.0325191841512
577,8.97616866394916
578,8.29988185968485
579,7.2561110524047
580,10.1883505896733
581,7.613415478585
582,6.34660940047016
583,8.88312455375648
584,8.09870875492589
585,8.2096994583515
586,9.79519519081021
587,11432.6714790114
588,8.55454563626595
589,7.44044351673273
590,8.55062909670831
591,7.73248380855301
592,8.70436377194711
593,7.93118102837204
594,7.44728759850408
595,8.8157342009423
596,9.28223604272746
597,9.23415379687007
598,9.84106488447903
599,8.36493642019374
600,6.0155857119187
601,8.84739543471903
602,9.71213342476307
603,8.06940351008577
604,9.20854079859236
605,10.3548174237718
606,6.99157611388414
607,7.97106071307482
608,8.52180234855939
609,7.48458275449928
610,8.31549762755253
611,7.36058714773614
612,12.0754158983788
613,8.68535477945693
614,8.74336990243477
615,11.0179189672734
616,8.91518106019747
617,8.00293660909388
618,9.41069673901741
619,10.561195531748
620,10.1484514100692
621,8.43951249709871
622,8.194552703303
623,7.26146471558085
624,10.3760860999181
625,7.45943147835671
626,8.58626397467593
627,9.96873477573965
628,8.80036682297338
629,9.07311804866488
630,10.1693387023012
631,10.8200036741304
632,7.79740240228114
633,8.32998437932325
634,10.5630853463043
635,8.57620221828264
636,8.85592337254397
637,7.76705959368419
638,8.52298248871247
639,6.95608821006046
640,7.92505148648483
641,7.91017853374177
642,9.40644024570797
643,8.57204427674522
644,8.20405150115914
645,7.9290380811667
646,8.24065716141836
647,8.32323244312266
648,9.90562843762612
649,7.93229278980172
650,8.74963945626816
651,10.9721312374816
652,8.516720158474
653,8.88848813485717
654,7.56286559355828
655,8.05109688527656
656,7.92662010921638
657,7.8458166839606
658,8.51932949358637
659,9.60417178732235
660,7.18076804001226
661,9.7828740503863
662,10.5395336981909
663,8.01420587700034
664,8.23193166382499
665,8.38460132707751
666,6.94959436234027
667,9.67070716664462
668,7.41574218587498
669,8.59313578716488
670,8.3942028258204
671,8.7892473059791
672,9.09252058900681
673,9.54027876159982
674,10.8420221087722
675,7.41483941193425
676,12.2099611267607
677,8.44063841005353
678,7.34555820316925
679,10.18207359969
680,8.74460471196459
681,10.042035715119
682,8.04518287734614
683,9.99276418346435
684,8.15531032392937
685,8.85654776228728
686,8.73657688332096
687,9.26875304595757
688,9.22381356852913
689,7.86686445385691
690,8.59846826057196
691,9.07844331711719
692,9.73319838869187
693,10.4907653187541
694,7.6398875395816
695,10.4285292328357
696,8.47776517125298
697,9.16910592868771
698,10.0845707609882
699,8.44526982817544
700,8.73339405018864
701,8.18588374254701
702,7.92465038328988
703,9.47998880461767
704,7.85592621605601
705,6.71361619596911
706,11432.6714790114
707,8.25410500494203
708,7.2554246180964
709,6.81756513358895
710,9.5914700137214
711,8.97847659861662
712,7.35096310884958
713,8.24602714953413
714,7.47673610945876
715,7.24738616255652
716,8.35877008365279
717,8.43873630158124
718,10.0131719227863
719,8.8453122803752
720,8.0360995578738
721,8.07035899308912
722,8.03155369922323
723,8.08456946645437
724,7.4509123368875
725,7.57588430257559
726,6.9028742612177
727,8.01923735888075
728,8.99887056517815
729,8.10895018607672
730,8.81275362916945
731,6.53653540714137
732,7.3212599508862
733,9.38124325609804
734,7.6147230433053
735,8.98209980649019
736,8.42964040479701
737,8.23204527376832
738,10.4689394669437
739,8.70109354010103
740,9.85565331514064
741,7.66914321239187
742,9.02321519576476
743,7.19228920518241
744,9.76214439367722
745,8.24723631267037
746,7.32392849073269
747,9.82631096878299
748,8.47201681065063
749,9.79519519081021
750,8.97701981785565
751,8.18701900945534
752,7.05130699146679
753,8.33807933964753
754,8.0394523866764
755,7.77272213986975
756,8.86186498558441
757,9.51157019937653
758,7.44661586438213
759,8.82403004294317
760,9.52514593900043
761,9.46261152313434
762,9.11372544755895
763,8.09919988982009
764,7.80859940664266
765,9.53434267668855
766,8.51286222420317
767,8.3354600183971
768,7.59842177264649
769,7.60552974067504
770,8.71661013920043
771,8.90676416415709
772,7.76185400296493
773,8.22734611514198
774,8.37124508235031
775,10.4355870956247
776,7.55172384874735
777,7.60273261313038
778,7.45033103572514
779,7.46376668396052
780,8.57555223245494
781,8.20753990462064
782,7.89015028915345
783,7.94482434192142
784,9.13085144724173
