"Ob","WageNew"
1,2337.49256412295
2,3939.27519283497
3,1106.96750418279
4,9889.9130140679
5,12729.3534536985
6,4783.43475056075
7,11303.4622624219
8,2369.74113016922
9,9827.74509211752
10,2937.31445222946
11,3039.67473053403
12,4245.29868876067
13,36545.8661275694
14,16505.6373718946
15,13000.7705654143
16,834.389326797824
17,9755.32636704318
18,7480.2137295546
19,12599.2108599296
20,2615.81187195889
21,5811.65912165296
22,3896.87588725874
23,4896.84974312822
24,4577.5903797367
25,2018.44675931415
26,16392.9443759637
27,880.916344448255
28,14301.6790305199
29,8632.95106964846
30,9727.26801432723
31,18725.7506623786
32,5831.60097997319
33,10549.2455402
34,3630.35467604371
35,11149.6393639287
36,16336.8867383922
37,5226.15700902692
38,8632.95106964846
39,3309.64981599928
40,9660.85464596963
41,11187.8977207701
42,4034.87412639775
43,1430.45157011475
44,2614.38630997765
45,7429.14222735246
46,16733.3528072688
47,2679.29279500153
48,3494.20171576615
49,3556.50197272795
50,2927.26995349756
51,7150.51939381729
52,18033.2871540625
53,9794.13794016949
54,31004.89309244
55,7403.73738531209
56,6753.37304029324
57,686.765486026391
58,21232.9055294514
59,1684.25438985257
60,41603.7868829285
61,4830.21107937314
62,3060.57091880766
63,3628.37620975564
64,6726.61121263636
65,18919.176884748
66,989.18746317001
67,16392.9443759637
68,1606.26462290879
69,20388.9174758187
70,6823.13149532058
71,11226.2873555678
72,5018.42217613229
73,9997.51855659415
74,9997.51855659415
75,4423.44118063741
76,2018.44675931415
77,16676.1311022772
78,9861.46756209243
79,3399.74728658653
80,9171.99471067452
81,28007.4595098247
82,3424.98533140493
83,13765.308314514
84,4021.07639084539
85,8807.41653492487
86,2734.9297712784
87,7253.1223437148
88,5119.84072383964
89,22340.2324778925
90,10848.2449661964
91,3102.79523426831
92,5175.5462935401
93,837.252411743209
94,32621.8434248932
95,16562.2740525851
96,9594.89471792949
97,2182.71431141055
98,2947.39341718975
99,4866.06818092434
100,834.389326797824
101,5673.96253017181
102,3872.38015350811
103,7688.03485812914
104,21317.3806597171
105,3939.27519283497
106,9694.00445578633
107,8812.21900735107
108,21760.04769643
109,717.647849376453
110,5673.96253017181
111,3496.10701992942
112,11111.5118361227
113,6707.26407622227
114,8662.573778674
115,9827.74509211752
116,8632.95106964846
117,11111.5118361227
118,32213.0110893425
119,1808.88913949421
120,5732.57129613607
121,3506.19155792646
122,11852.2849003181
123,2688.48639638074
124,6772.85317824234
125,6870.03698784243
126,21537.5769277419
127,2353.56161395168
128,8313.71133968558
129,3952.7922395398
130,17003.87140043
131,4638.21472532442
132,1391.78394371108
133,7328.04292129923
134,4005.14193072822
135,2088.78610342814
136,4469.13278109018
137,2377.87255028252
138,6459.2347343196
139,3899.00075996376
140,2088.78610342814
141,8928.925607588
142,12392.0099832252
143,10375.7574583827
144,2670.13063224385
145,1611.77628504594
146,4451.42279223725
147,12307.402966898
148,14800.0675652154
149,53732.1729471227
150,1420.68509643438
151,35679.9789354346
152,1525.81573013231
153,5891.83806035832
154,9827.74509211752
155,9895.30574579114
156,3029.28019856519
157,2670.13063224385
158,9997.51855659415
159,5752.24177614964
160,2401.12532869095
161,23131.3566586717
162,5888.62713359845
163,4638.21472532442
164,3122.42276124871
165,9963.33084394128
166,6459.2347343196
167,933.229079165089
168,593.028440370201
169,9627.81819589976
170,3264.61052486217
171,3859.13808556682
172,16169.8613806649
173,5673.96253017181
174,4561.93676092529
175,4228.47569509769
176,5574.5701141597
177,1099.40963279414
178,2927.26995349756
179,14293.8849188284
180,7302.98380045009
181,28199.9962773625
182,5501.70702240619
183,7531.63632186344
184,5087.65744193764
185,979.074190516467
186,8777.2985187386
187,8752.05317804308
188,5912.05504098054
189,2967.65521926461
190,6684.32778301844
191,1114.5773320199
192,10554.9977900933
193,4408.31469348318
194,6593.36426669115
195,1235.20835119203
196,3434.86471853953
197,2368.44967152238
198,16676.1311022772
199,4046.51274077912
200,4515.29634946717
201,5408.27945271059
202,18597.8997411661
203,5157.84789283163
204,13585.387190159
205,7274.04401100228
206,35802.4095649511
207,15465.5946970447
208,5087.65744193764
209,5172.72573059852
210,5635.22329084907
211,3532.21979244552
212,8692.29813369325
213,10100.7871668803
214,1562.84445990454
215,722.581306375681
216,4913.652566857
217,5175.5462935401
218,2010.4481897127
219,3079.93134505199
220,3253.44679799177
221,1459.3599233212
222,6680.68496617073
223,14548.7393250315
224,9794.13794016949
225,12736.2944640075
226,4672.64654076462
227,3952.7922395398
228,1610.89790116105
229,3090.49967902227
230,5280.14020179665
231,61944.9896554839
232,9760.64571190449
233,860.044649210897
234,3912.37961084233
235,2605.44610272291
236,3991.4458679816
237,54660.3916859671
238,7631.38323789132
239,12649.3368296025
240,3939.27519283497
241,2597.95229646958
242,10922.8210275673
243,2725.57735121366
244,4228.47569509769
245,13538.9303307988
246,1852.78753810914
247,12057.0321185895
248,2243.35618181071
249,3143.88779934423
250,14893.6891881442
251,14548.7393250315
252,19312.0439120017
253,5732.57129613607
254,6238.32003125857
255,4559.45060216253
256,3819.6829599004
257,5828.42288114434
258,16619.1050737624
259,8872.7984455509
260,5035.64215788495
261,2976.21543542796
262,3804.54656857908
263,11432.6714790114
264,18587.7642803227
265,8569.33654726993
266,2679.29279500153
267,3979.96563740839
268,3378.37649963797
269,2011.54443876111
270,5949.45326131582
271,7688.03485812914
272,7302.98380045009
273,2734.9297712784
274,6684.32778301844
275,8603.42965902595
276,18219.5606270999
277,595.063330732864
278,6657.83956341855
279,8752.05317804308
280,4916.33186343287
281,5596.74854545896
282,9524.19182157006
283,3939.27519283497
284,2394.21919158668
285,10585.4437334429
286,2305.68285192396
287,7609.43378847846
288,6076.30836250755
289,3413.27318366672
290,9727.26801432723
291,2937.31445222946
292,11035.647479605
293,8457.32999926284
294,3741.97873054251
295,12692.7411789665
296,27626.3206603984
297,3113.44202233059
298,2345.51332799822
299,6730.27907196178
300,11845.8256564689
301,7557.48003039934
302,31021.7993150041
303,10922.8210275673
304,1205.28514440493
305,1725.12813327908
306,4950.12909680193
307,13172.9491882883
308,2312.3336055184
309,3319.19651726902
310,2937.31445222946
311,1797.51847539626
312,4034.87412639775
313,6220.37732209578
314,6730.27907196178
315,2418.95009728454
316,12823.8498870779
317,4499.85575255662
318,16392.9443759637
319,4348.324247381
320,5105.11499437924
321,2410.67820757716
322,2988.05631072681
323,2642.83170245564
324,12599.2108599296
325,5175.5462935401
326,3979.96563740839
327,3506.19155792646
328,5229.00670675965
329,3413.27318366672
330,8399.58719092904
331,2688.48639638074
332,3603.60330482452
333,6661.46992321756
334,12307.402966898
335,1531.05134365955
336,33413.5153161955
337,5018.42217613229
338,10199.5609071778
339,1505.05170290538
340,1611.77628504594
341,4561.93676092529
342,1638.72602602945
343,8256.94909433486
344,4720.91228909924
345,7609.43378847846
346,3508.10339986231
347,3508.10339986231
348,1193.6130221517
349,4289.15017984382
350,2018.44675931415
351,7057.0576667231
352,5211.1254917623
353,9335.5278074471
354,16169.8613806649
355,5732.57129613607
356,8228.71346752124
357,5831.60097997319
358,3964.19408831239
359,7740.88611298081
360,21099.4356382748
361,1627.53754895206
362,8544.68934856653
363,11336.0671552452
364,8867.96295861595
365,2660.99980059958
366,16848.3859347272
367,2243.35618181071
368,5574.5701141597
369,8200.57439581681
370,16496.6421496595
371,1459.3599233212
372,1387.02457174562
373,2425.92757080865
374,2235.68475653777
375,12779.9971957764
376,15732.7615361616
377,10549.2455402
378,3050.10492981913
379,5175.5462935401
380,4515.29634946717
381,3952.7922395398
382,3952.7922395398
383,6730.27907196178
384,7874.60926526055
