"Ob","wageNew"
1,7.75683408003391
2,8.27875202415964
3,7.00937957742935
4,9.19927062923611
5,9.45166590107849
6,8.47291413450272
7,9.33286435267569
8,7.77053600038669
9,9.19296479640172
10,7.98525099125893
11,8.01950579214087
12,8.35356745875792
13,10.5063233569365
14,9.71145726043926
15,9.47276390894966
16,6.72670011213522
17,9.18556870888333
18,8.92001664403018
19,9.4413894608139
20,7.86932979560232
21,8.6676213721878
22,8.26793045655305
23,8.49634736777807
24,8.42892802069819
25,7.61008356358355
26,9.70460630026287
27,6.78096266620433
28,9.5681322240771
29,9.06334168039234
30,9.18268835613714
31,9.83765489636045
32,8.67104685227599
33,9.2638096235698
34,8.19708562938498
35,9.31916243232291
36,9.70118082017468
37,8.56143148945377
38,9.06334168039234
39,8.10459766700373
40,9.17583739596075
41,9.32258791241111
42,8.302730384777
43,7.26574545670193
44,7.86878466826032
45,8.91316568385379
46,9.72515918079204
47,7.89330815621968
48,8.15886022107284
49,8.17653274885581
50,7.98182551117073
51,8.87494027554164
52,9.79997461539031
53,9.18953931631353
54,10.3419003127032
55,8.90974020376559
56,8.81779736872635
57,6.53199287445014
58,9.96330740493964
59,7.42907824625125
60,10.6359464729459
61,8.48264544742529
62,8.02635675231726
63,8.19654050204297
64,8.81382676129615
65,9.84793133662503
66,6.89688386186093
67,9.70460630026287
68,7.38166665235853
69,9.92274677122331
70,8.82807380899093
71,9.3260133924993
72,8.52087085573744
73,9.2100921968427
74,9.2100921968427
75,8.39467321981625
76,7.61008356358355
77,9.72173370070384
78,9.19639027648992
79,8.13145638036728
80,9.12391006729583
81,10.2402261647414
82,8.13885246788568
83,9.52990681576495
84,8.29930490468881
85,9.0833494335795
86,7.91386103674885
87,8.88918732323643
88,8.5408786089246
89,10.0141444789205
90,9.29175859161736
91,8.04005867267004
92,8.55170017653119
93,6.73012559222342
94,10.3927373866841
95,9.71488274052746
96,9.16898643578436
97,7.68832447827002
98,7.98867647134712
99,8.49004153494369
100,6.72670011213522
101,8.64364301157043
102,8.26162462371867
103,8.94742048473573
104,9.96727801236984
105,8.27875202415964
106,9.17926287604895
107,9.08389456092151
108,9.987830892899
109,6.57597898825466
110,8.64364301157043
111,8.15940534841484
112,9.31573695223472
113,8.81094640854996
114,9.06676716048053
115,9.19296479640172
116,9.06334168039234
117,9.31573695223472
118,10.3801257210154
119,7.50046820076133
120,8.65391945183502
121,8.16228570116103
122,9.38027594656841
123,7.89673363630788
124,8.82067772147254
125,8.83492476916732
126,9.97755445263442
127,7.7636850402103
128,9.0256613994222
129,8.28217750424784
130,9.741196326549
131,8.44208481370897
132,7.23834161599637
133,8.89946376350101
134,8.29533429725861
135,7.6443383644655
136,8.40494966008083
137,7.77396148047488
138,8.77326612757982
139,8.26847558389506
140,7.6443383644655
141,9.09705135393228
142,9.42480718771494
143,9.24722735047083
144,7.88988267613149
145,7.38509213244673
146,8.40097905265063
147,9.41795622753855
148,9.60238702495904
149,10.8917672248765
150,7.25889449652554
151,10.4823449963192
152,7.33028445103562
153,8.68132329254057
154,9.19296479640172
155,9.19981575657811
156,8.01608031205268
157,7.88988267613149
158,9.2100921968427
159,8.65734493192321
160,7.78369279339746
161,10.0489444071445
162,8.68077816519857
163,8.44208481370897
164,8.04636450550442
165,9.2066667167545
166,8.77326612757982
167,6.83865070036163
168,6.38524235799978
169,9.17241191587256
170,8.09089574665095
171,8.25819914363048
172,9.69090437991009
173,8.64364301157043
174,8.42550254061
175,8.34959685132771
176,8.62597048378746
177,7.00252861725296
178,7.98182551117073
179,9.56758709673509
180,8.89603828341281
181,10.2470771249178
182,8.61281369077668
183,8.92686760420657
184,8.53457277609022
185,6.88660742159635
186,9.07992395349131
187,9.07704360074512
188,8.68474877262877
189,7.99552743152351
190,8.80752092846176
191,7.01623053760574
192,9.2643547509118
193,8.39124773972805
194,8.79381900810899
195,7.11899494025157
196,8.14173282063186
197,7.76999087304468
198,9.72173370070384
199,8.30561073752319
200,8.41522610034542
201,8.59568629033571
202,9.83080393618406
203,8.54827469644299
204,9.51675002275418
205,8.89206767598261
206,10.4857704764074
207,9.64637313876357
208,8.53457277609022
209,8.55115504918918
210,8.63679205139405
211,8.16968178867942
212,9.07019264056873
213,9.22036863710728
214,7.35426281165298
215,6.58282994843105
216,8.49977284786627
217,8.55170017653119
218,7.60611295615335
219,8.03266258515165
220,8.08747026656276
221,7.28575320988909
222,8.80697580111976
223,9.58525962451807
224,9.18953931631353
225,9.45221102842049
226,8.44948090122736
227,8.28217750424784
228,7.38454700510472
229,8.03608806523984
230,8.57170792971835
231,11.0340020065547
232,9.18611383622533
233,6.75698430558697
234,8.27190106398325
235,7.86535918817212
236,8.29190881717042
237,10.9088946253175
238,8.94002439721734
239,9.4453600682441
240,8.27875202415964
241,7.86247883542593
242,9.29860955179375
243,7.91043555666066
244,8.34959685132771
245,9.51332454266599
246,7.52444656137869
247,9.39740334700938
248,7.71572831897558
249,8.05321546568081
250,9.60869285779343
251,9.58525962451807
252,9.8684842171542
253,8.65391945183502
254,8.73846619935587
255,8.42495741326799
256,8.24792270336589
257,8.67050172493399
258,9.71830822061565
259,9.09074552109789
260,8.52429633582563
261,7.9984077842697
262,8.24395209593569
263,NA
264,9.83025880884206
265,9.05594559287394
266,7.89330815621968
267,8.28902846442423
268,8.1251505475329
269,7.60665808349536
270,8.69105460546315
271,8.94742048473573
272,8.89603828341281
273,7.91386103674885
274,8.80752092846176
275,9.05991620030414
276,9.8102510556549
277,6.38866783808798
278,8.80355032103156
279,9.07704360074512
280,8.50031797520827
281,8.62994109121766
282,9.16159034826597
283,8.27875202415964
284,7.78081244065127
285,9.26723510365799
286,7.74313215968113
287,8.93714404447115
288,8.71215261333432
289,8.13542698779748
290,9.18268835613714
291,7.98525099125893
292,9.30888599205833
293,9.04278879986317
294,8.22736982283672
295,9.4487855483323
296,10.2265242443886
297,8.04348415275823
298,7.7602595601221
299,8.81437188863815
300,9.3797308192264
301,8.93029308429476
302,10.3424454400452
303,9.29860955179375
304,7.0944714522922
305,7.45305660686861
306,8.50716893538466
307,9.48592070196043
308,7.74601251242732
309,8.10747801974992
310,7.98525099125893
311,7.49416236792695
312,8.302730384777
313,8.73558584660968
314,8.81437188863815
315,7.79108888091585
316,9.45906198859688
317,8.41180062025722
318,9.70460630026287
319,8.37754581937528
320,8.53799825617841
